uri,date,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
spotify:track:7aRCf5cLOFN1U7kvtChY1G,2023-06-10,0.817,0.44,10,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,272113.0,4,91.0
spotify:track:39MK3d3fonIP8Mz9oHCTBB,2023-06-10,0.611,0.483,11,0,0.055,0.214,0.0,0.124,0.204,145.983,231747.0,4,86.0
spotify:track:1k513qenEUjyU3MxMSUaPj,2023-06-10,0.9,0.597,11,1,0.232,0.0299,0.0,0.0933,0.548,133.954,164776.0,4,76.0
spotify:track:4EzkcqltSOxYE2lstuLOFs,2023-06-10,0.939,0.521,1,1,0.379,0.195,0.0,0.201,0.515,124.995,133000.0,4,72.0
spotify:track:6GoVUO5vla1JtUj2rq9Yl4,2023-06-10,0.803,0.649,9,0,0.213,0.111,0.0,0.111,0.135,85.037,226360.0,4,77.0
spotify:track:6HgWWaMu31KdOpEG5l28BG,2023-06-10,0.829,0.436,3,1,0.327,0.15,0.0,0.0954,0.693,143.031,223204.0,4,91.0
spotify:track:5rurggqwwudn9clMdcchxT,2023-06-10,0.631,0.535,0,1,0.0842,0.464,0.0,0.115,0.22,140.127,219453.0,4,86.0
spotify:track:1KUZ33cOqk3X4Ezk0aZnVp,2023-06-10,0.911,0.536,4,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,203813.0,4,76.0
spotify:track:1IzJxbARcQrOWMZgPw1PNj,2023-06-10,0.849,0.581,6,0,0.261,0.0178,0.0,0.092,0.274,142.015,217610.0,4,83.0
spotify:track:3qnznOzVFYuDWjidDAxEV4,2023-06-10,0.838,0.78,2,1,0.233,0.303,0.0,0.263,0.815,106.989,199626.0,4,35.0
spotify:track:52NGJPcLUzQq5w7uv4e5gf,2023-06-10,0.843,0.669,1,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,238253.0,4,84.0
spotify:track:1h6w4POXM2LfG4ZD4xUfZQ,2023-06-10,0.814,0.606,1,1,0.243,0.0166,0.0,0.125,0.208,150.005,204800.0,4,76.0
spotify:track:4muwDurKeVOB1WBjTVRWlD,2023-06-10,0.732,0.6,6,0,0.241,0.00385,0.000114,0.112,0.436,167.973,160203.0,4,84.0
spotify:track:78MA8xdZCe4KS9SuIxs1Ce,2023-06-10,0.851,0.65,11,1,0.224,0.165,0.0247,0.133,0.52,145.035,181910.0,4,55.0
spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,2023-06-10,0.571,0.549,1,0,0.404,0.18,0.0,0.168,0.447,119.497,194787.0,4,91.0
spotify:track:75ZoVrZ4mXEsDxv1bQbEAS,2023-06-10,0.861,0.68,11,1,0.3,0.02,0.0,0.112,0.669,155.036,143148.0,4,75.0
spotify:track:4mWbFYZ9P14Ulf1LIFZGhH,2023-06-10,0.786,0.719,0,0,0.296,0.252,0.0,0.301,0.802,130.081,178950.0,4,77.0
spotify:track:2YIIpDEKJv6OUc7u9tVT7I,2023-06-10,0.783,0.609,6,0,0.159,0.0576,8.54e-06,0.166,0.612,77.556,203164.0,4,34.0
spotify:track:4fbXBeVeqzZ0SmJQcWm4St,2023-06-10,0.695,0.673,4,0,0.245,0.0313,0.0,0.322,0.273,80.063,192000.0,4,81.0
spotify:track:0FA4wrjDJvJTTU8AepZTup,2023-06-10,0.686,0.897,11,0,0.0386,0.0103,0.103,0.153,0.355,129.975,163139.0,4,89.0
spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,2023-06-10,0.773,0.701,7,1,0.0512,0.01,0.0,0.163,0.203,129.963,214589.0,4,85.0
spotify:track:2VjOTvl50tscmc0RDjPdr2,2023-06-10,0.92,0.682,1,1,0.368,0.339,2.08e-06,0.112,0.697,140.071,198027.0,4,77.0
spotify:track:6c6WmIHcHlhccEwSFBhzNa,2023-06-10,0.849,0.614,1,1,0.317,0.0282,0.0,0.0603,0.472,111.363,185748.0,5,73.0
spotify:track:2SOoJnfRWOEeme123rd0B3,2023-06-10,0.883,0.726,0,1,0.301,0.11,0.0,0.107,0.575,102.042,117806.0,4,37.0
spotify:track:3xOEfEmsrLwf9jcG4gErdA,2023-06-10,0.812,0.63,2,1,0.266,0.0224,0.0,0.0699,0.332,132.957,218173.0,4,76.0
spotify:track:3VLsdzHOFM9pyn79QTjiGJ,2023-06-10,0.636,0.723,5,0,0.246,0.0445,0.0,0.107,0.421,162.026,186453.0,4,68.0
spotify:track:3iRCr53b2ZOvoKMTNvBn5d,2023-06-10,0.801,0.706,1,1,0.255,0.000212,0.0,0.15,0.331,138.008,173948.0,4,77.0
spotify:track:2beD5W9IkefQ04IO39XF7w,2023-06-10,0.784,0.616,0,1,0.0927,0.0042,0.00592,0.256,0.291,137.019,190133.0,4,77.0
spotify:track:2f9JzwRy6Ofr5ixvN0ojKt,2023-06-10,0.835,0.552,11,1,0.191,0.00594,1.24e-05,0.139,0.18,105.007,146286.0,4,75.0
spotify:track:3kH94a1MQM7YrpsZRWuXrh,2023-06-10,0.786,0.706,1,1,0.096,0.0168,0.0,0.174,0.152,154.941,142452.0,4,72.0
spotify:track:2FDTHlrBguDzQkp7PVj16Q,2023-06-10,0.916,0.583,1,1,0.241,0.186,0.0,0.0798,0.661,141.095,226383.0,4,88.0
spotify:track:4pgeI9ohPGzSDeKE1D4dYf,2023-06-10,0.921,0.718,9,0,0.106,0.116,0.0,0.226,0.785,114.02,172792.0,4,7.0
spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,2023-06-10,0.634,0.538,0,1,0.0603,0.0514,0.0,0.099,0.152,168.029,160714.0,5,78.0
spotify:track:3FhZPYvMGSjFc6boVYKlCv,2023-06-10,0.783,0.768,11,0,0.157,0.00198,0.0,0.171,0.267,143.071,124806.0,4,80.0
spotify:track:7sliFe6W30tPBPh6dvZsIH,2023-06-10,0.823,0.388,1,1,0.491,0.0187,0.0,0.0876,0.507,154.569,139326.0,4,89.0
spotify:track:4EgZqNfwsDJ1HvvSMEXypp,2023-06-10,0.821,0.639,10,0,0.161,0.0843,0.0,0.202,0.175,138.08,168857.0,4,69.0
spotify:track:0oWL7FTlaA1YtsRRuiF4Xs,2023-06-10,0.752,0.687,1,0,0.095,0.0171,0.0,0.127,0.266,151.974,134667.0,4,71.0
spotify:track:4286sbHO5syVcp8BrFO2dI,2023-06-10,0.826,0.709,6,0,0.394,0.101,0.0,0.0948,0.55,82.523,174545.0,4,72.0
spotify:track:410ZZP746AQeiywhKvXWCo,2023-06-10,0.481,0.797,6,0,0.201,0.404,0.0,0.368,0.495,96.237,206050.0,3,82.0
spotify:track:2dSKFFNoNXKo3hPnlwUdPe,2023-06-10,0.536,0.814,1,1,0.306,0.0388,0.0,0.142,0.851,96.7,113292.0,4,82.0
spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,2023-06-10,0.898,0.676,9,1,0.187,0.14,0.0,0.101,0.742,147.991,172125.0,4,88.0
spotify:track:6IEXjer2qbXhRLFv99NQQv,2023-06-10,0.637,0.634,2,1,0.426,0.174,0.0,0.149,0.49,178.037,194048.0,4,73.0
spotify:track:31yydnZnSeCwkRPY7tlgQJ,2023-06-10,0.595,0.829,2,1,0.226,0.00594,0.000101,0.153,0.501,113.319,169893.0,5,76.0
spotify:track:72vMwCjJuRRa1r0bhFBbE1,2023-06-10,0.938,0.613,11,0,0.22,0.0312,0.000162,0.0982,0.275,99.938,128667.0,4,72.0
spotify:track:2OZfJcpzSFApBxUA0gXuJz,2023-06-10,0.807,0.681,1,1,0.345,0.507,0.0,0.283,0.571,98.173,100424.0,4,76.0
spotify:track:451acSEXA7pfbMKXoC6vJX,2023-06-10,0.799,0.459,10,0,0.202,0.269,4.46e-06,0.113,0.349,142.962,149385.0,4,69.0
spotify:track:0judK8TqYfvwUohBngUxrE,2023-06-10,0.706,0.648,8,1,0.324,0.505,0.0,0.215,0.802,77.533,161041.0,4,79.0
spotify:track:7iTTWHbr4tAlsRJN4m4bay,2023-06-10,0.851,0.642,1,1,0.216,0.0658,0.0,0.0713,0.701,143.091,148115.0,4,80.0
spotify:track:35NkPKSmtu6lCht95nukpr,2023-06-10,0.723,0.631,8,0,0.49,0.1,0.0,0.289,0.486,159.913,158971.0,4,69.0
spotify:track:132Yd321hAG0oOz3lbiqig,2023-06-10,0.904,0.611,1,0,0.314,0.00179,1.78e-06,0.0815,0.64,85.015,141604.0,4,69.0
